effectiveDate,id,firstName,lastName,prefix,managerId,country,line1,city,zipCode,lastHireDate,originalHireDate,active,absent,timeZone
2024-10-23,21475,Stilla,Baum,null,2647,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-11-05,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-11-20,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-01,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-04-15,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-04-25,21475,Stilla,Baum,null,2545,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-05-30,21475,Stilla,Baum,null,47,DEU,Rose-Kraushaar-Weg 4/1,Schwäbisch Gmünd,67300,2024-07-15T00:00:00,2024-07-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-11,21569,Klaus-Werner,Höfig,null,null,DEU,Niko-Knappe-Ring 219,Oranienburg,58050,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-08-30,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Niko-Knappe-Ring 219,Oranienburg,58050,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-10-01,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-10-02,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-10-15,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-10-23,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-11-22,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-12-09,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2025-03-27,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2025-04-01,21569,Klaus-Werner,Höfig,Herr,14393,DEU,Wendeweg 07,Gunzenhausen,78862,2024-10-01T00:00:00,2024-10-01T00:00:00,true,false,null
2024-06-06,21578,Agatha,Losekann,null,null,DEU,Nicolaus-Stahr-Ring 3/3,Greifswald,99275,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,null
2024-06-07,21578,Agatha,Losekann,null,null,DEU,Nicolaus-Stahr-Ring 3/3,Greifswald,99275,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,null
2024-06-14,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,null
2024-06-15,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-01,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-17,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-26,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-29,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-03,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-17,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-10-01,21578,Agatha,Losekann,null,3589,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-06-15T00:00:00,2024-06-15T00:00:00,false,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-12,21616,Jiri,Sager,null,null,DEU,Klappallee 352,Eisenhüttenstadt,30110,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-07-31,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-08-01,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-08-21,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-09-01,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-09-17,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-10-07,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-10-23,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2024-11-26,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,null
2025-01-23,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-02-12,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21616,Jiri,Sager,null,138,DEU,Carolin-Freudenberger-Weg 4,Eisenhüttenstadt,13368,2024-08-01T00:00:00,2024-08-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-01,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-02,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-05,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-15,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-17,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-26,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-29,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-17,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-10-23,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-04,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-09,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-12,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-24,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-28,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-01,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21764,Sylvester,Trubin,null,18866,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2018-06-25T00:00:00,2018-06-25T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21765,Rahel,Dörr,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-05-01T00:00:00,2024-05-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-06-05,21765,Rahel,Dörr,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-05-01T00:00:00,2024-05-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-06-19,21765,Rahel,Dörr,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-05-01T00:00:00,2024-05-01T00:00:00,false,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-11,21765,Rahel,Dörr,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-05-01T00:00:00,2024-05-01T00:00:00,false,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-31,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-01,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-05,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-17,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-26,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-29,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-17,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-10-23,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-02,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-09,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-24,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-28,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-01,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-06-01,21766,Janet,Atzler,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2017-07-01T00:00:00,2017-07-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-01,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-05,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-15,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-17,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-26,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-29,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-17,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-10-23,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-02,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-09,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-12,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-24,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-01,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-04-15,21767,Delia,Trubin,null,21771,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2024-03-01T00:00:00,2024-03-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-01,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-02,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-05,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-15,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-17,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-26,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-07-29,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-09-17,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-10-23,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-02,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-09,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-12,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-17,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-12-18,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-24,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-01-28,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-01,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-03-27,21768,Angelo,Löffler,null,21769,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2025-06-01,21768,Angelo,Löffler,null,14434,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2014-06-15T00:00:00,2014-06-15T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
2024-05-24,21769,Hanspeter,Wulff,null,18052,null,Beatrix-Harloff-Allee 75,Heinsberg,78477,2013-11-01T00:00:00,2013-11-01T00:00:00,true,false,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
