,id,typeId,ous,last_check,firstName,lastName,prefix,managerId,lastHireDate,originalHireDate,active,timeZone,address,valid_from,valid_to
179,21569,Position,459,2025-04-01,Klaus-Werner,Höfig,Herr,14393,2024-10-01,2024-10-01,True,nan,"Wendeweg 07 78862, Gunzenhausen, DEU",2024-10-01,2025-06-17
181,21569,Standort,1350,2025-04-01,Klaus-Werner,Höfig,Herr,14393,2024-10-01,2024-10-01,True,nan,"Wendeweg 07 78862, Gunzenhausen, DEU",2024-10-01,2025-06-17
173,21569,Job-Familie,2710,2025-04-01,Klaus-Werner,Höfig,Herr,14393,2024-10-01,2024-10-01,True,nan,"Wendeweg 07 78862, Gunzenhausen, DEU",2024-10-23,2025-06-17
182,21578,Organisation,530,2024-06-14,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-14,2024-06-14
188,21578,Position,144,2024-06-14,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-14,2024-06-14
194,21578,Standort,1105,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-14,2024-06-14
186,21578,Organisation,984,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-15,2024-09-30
192,21578,Position,586,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-15,2024-09-30
195,21578,Standort,1105,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-06-15,2024-09-30
187,21578,Organisation,984,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-01,2025-06-17
193,21578,Position,586,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-01,2025-06-17
196,21578,Standort,1105,2024-10-01,Agatha,Losekann,nan,3589,2024-06-15,2024-06-15,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-01,2025-06-17
201,21616,Organisation,845,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-31,2025-01-22
203,21616,Position,1245,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-31,2025-01-22
205,21616,Standort,1105,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-07-31,2024-10-06
207,21616,Standort,2655,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-07,2025-01-22
197,21616,Job-Familie,2711,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,nan,"Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2024-10-23,2025-01-22
198,21616,Job-Familie,2711,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-23,2025-06-17
202,21616,Organisation,845,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-23,2025-06-17
204,21616,Position,1245,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-23,2025-06-17
208,21616,Standort,2655,2025-03-27,Jiri,Sager,nan,138,2024-08-01,2024-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Carolin-Freudenberger-Weg 4 13368, Eisenhüttenstadt, DEU",2025-01-23,2025-06-17
210,21764,Organisation,2586,2025-03-27,Sylvester,Trubin,nan,18866,2018-06-25,2018-06-25,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
212,21764,Standort,2578,2025-03-27,Sylvester,Trubin,nan,18866,2018-06-25,2018-06-25,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
209,21764,Job-Familie,2710,2025-03-27,Sylvester,Trubin,nan,18866,2018-06-25,2018-06-25,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
211,21764,Position,709,2025-03-27,Sylvester,Trubin,nan,18866,2018-06-25,2018-06-25,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
213,21765,Organisation,2589,2024-07-11,Rahel,Dörr,nan,21771,2024-05-01,2024-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-06-18
215,21765,Standort,2578,2024-07-11,Rahel,Dörr,nan,21771,2024-05-01,2024-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-06-18
214,21765,Organisation,2589,2024-07-11,Rahel,Dörr,nan,21771,2024-05-01,2024-05-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-06-19,2025-06-17
216,21765,Standort,2578,2024-07-11,Rahel,Dörr,nan,21771,2024-05-01,2024-05-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-06-19,2025-06-17
218,21766,Organisation,2589,2025-06-01,Janet,Atzler,nan,21771,2017-07-01,2017-07-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
220,21766,Standort,2578,2025-06-01,Janet,Atzler,nan,21771,2017-07-01,2017-07-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
217,21766,Job-Familie,2710,2025-06-01,Janet,Atzler,nan,21771,2017-07-01,2017-07-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
219,21766,Position,685,2025-06-01,Janet,Atzler,nan,21771,2017-07-01,2017-07-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
222,21767,Organisation,2589,2025-04-15,Delia,Trubin,nan,21771,2024-03-01,2024-03-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
224,21767,Standort,2578,2025-04-15,Delia,Trubin,nan,21771,2024-03-01,2024-03-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
221,21767,Job-Familie,2710,2025-04-15,Delia,Trubin,nan,21771,2024-03-01,2024-03-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
223,21767,Position,617,2025-04-15,Delia,Trubin,nan,21771,2024-03-01,2024-03-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
233,21768,Organisation,2588,2024-12-12,Angelo,Löffler,nan,21769,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-12-16
239,21768,Standort,2578,2025-06-01,Angelo,Löffler,nan,21769,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-05-31
227,21768,Job-Familie,2710,2025-03-27,Angelo,Löffler,nan,21769,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-05-31
231,21768,Organisation,1397,2025-03-27,Angelo,Löffler,nan,21769,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-17,2025-05-31
237,21768,Position,724,2025-03-27,Angelo,Löffler,nan,21769,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-18,2025-05-31
226,21768,Job-Familie,2707,2025-06-01,Angelo,Löffler,nan,14434,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-06-01,2025-06-17
230,21768,Organisation,1382,2025-06-01,Angelo,Löffler,nan,14434,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-06-01,2025-06-17
236,21768,Position,460,2025-06-01,Angelo,Löffler,nan,14434,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-06-01,2025-06-17
240,21768,Standort,2578,2025-06-01,Angelo,Löffler,nan,14434,2014-06-15,2014-06-15,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-06-01,2025-06-17
250,21769,Organisation,2588,2024-12-12,Hanspeter,Wulff,nan,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-08-05
259,21769,Standort,2578,2025-04-11,Hanspeter,Wulff,nan,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-08-05
251,21769,Organisation,2588,2024-12-12,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2024-12-16
254,21769,Position,582,2024-10-09,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2024-10-13
260,21769,Standort,2578,2025-04-11,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-08-06,2025-04-01
257,21769,Position,992,2025-04-11,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-14,2025-04-01
242,21769,Job-Familie,2708,2025-04-11,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-04-01
248,21769,Organisation,2587,2025-01-28,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-17,2025-01-31
245,21769,Organisation,1393,2025-04-11,Hanspeter,Wulff,Herr,18052,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-02-01,2025-04-01
243,21769,Job-Familie,2708,2025-04-11,Hanspeter,Wulff,Herr,14434,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-04-02,2025-06-17
246,21769,Organisation,1393,2025-04-11,Hanspeter,Wulff,Herr,14434,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-04-02,2025-06-17
258,21769,Position,992,2025-04-11,Hanspeter,Wulff,Herr,14434,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-04-02,2025-06-17
261,21769,Standort,2578,2025-04-11,Hanspeter,Wulff,Herr,14434,2013-11-01,2013-11-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-04-02,2025-06-17
266,21770,Organisation,2588,2024-05-24,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-05-30
272,21770,Standort,2578,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-04-30
268,21770,Organisation,2589,2024-12-09,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-31,2024-12-16
262,21770,Job-Familie,2710,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-04-30
264,21770,Organisation,1397,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-17,2025-04-30
270,21770,Position,653,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-04-30
263,21770,Job-Familie,2710,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-01,2025-06-17
265,21770,Organisation,1397,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-01,2025-06-17
271,21770,Position,653,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-01,2025-06-17
273,21770,Standort,2578,2025-05-01,Roderich,Trupp,nan,21769,2022-08-01,2022-08-01,False,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-01,2025-06-17
275,21771,Organisation,2589,2025-06-01,Jürgen,Franke,nan,18052,2015-04-01,2015-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
277,21771,Standort,2578,2025-06-01,Jürgen,Franke,nan,18052,2015-04-01,2015-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
274,21771,Job-Familie,2710,2025-06-01,Jürgen,Franke,nan,18052,2015-04-01,2015-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
276,21771,Position,582,2025-06-01,Jürgen,Franke,nan,18052,2015-04-01,2015-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
279,21772,Organisation,1378,2024-05-24,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-06-05
283,21772,Standort,2578,2025-03-27,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
281,21772,Organisation,2587,2024-12-12,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-06-06,2025-01-23
278,21772,Job-Familie,2708,2025-03-27,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
280,21772,Organisation,1412,2025-03-27,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
282,21772,Position,1419,2025-03-27,Gert,Schmidt,nan,18052,2023-01-09,2023-01-09,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
286,21773,Organisation,2588,2024-05-24,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-05-30
289,21773,Standort,2578,2025-05-01,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-06-17
287,21773,Organisation,2589,2024-12-09,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-31,2024-12-16
284,21773,Job-Familie,2710,2025-05-01,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
285,21773,Organisation,1397,2025-05-01,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-17,2025-06-17
288,21773,Position,653,2025-05-01,Kristin,Meister,nan,21769,2022-02-14,2022-02-14,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
292,21774,Organisation,2590,2025-05-27,Marco,Pruschke,nan,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-05-26
296,21774,Standort,2578,2025-05-27,Marco,Pruschke,nan,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-05-26
290,21774,Job-Familie,2702,2025-05-27,Marco,Pruschke,nan,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-05-26
294,21774,Position,461,2025-05-27,Marco,Pruschke,nan,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-05-26
291,21774,Job-Familie,2702,2025-05-27,Marco,Pruschke,Herr,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-27,2025-06-17
293,21774,Organisation,2590,2025-05-27,Marco,Pruschke,Herr,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-27,2025-06-17
295,21774,Position,461,2025-05-27,Marco,Pruschke,Herr,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-27,2025-06-17
297,21774,Standort,2578,2025-05-27,Marco,Pruschke,Herr,18052,2019-04-01,2019-04-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-05-27,2025-06-17
300,21775,Organisation,2589,2025-03-27,Mariusz,Dietz,nan,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-07-10
304,21775,Standort,2578,2025-03-27,Mariusz,Dietz,nan,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2024-07-10
301,21775,Organisation,2589,2025-03-27,Mariusz,Dietz,Herr,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-07-11,2025-06-17
305,21775,Standort,2578,2025-03-27,Mariusz,Dietz,Herr,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-07-11,2025-06-17
299,21775,Job-Familie,2710,2025-03-27,Mariusz,Dietz,Herr,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-06-17
303,21775,Position,617,2025-03-27,Mariusz,Dietz,Herr,21771,2023-05-01,2023-05-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-24,2025-06-17
308,21776,Organisation,2589,2025-01-31,Mark,Scheibe,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-30
314,21776,Standort,2578,2025-04-01,Mark,Scheibe,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-05-24,2025-01-30
306,21776,Job-Familie,2710,2025-04-01,Mark,Scheibe,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-10-23,2025-01-30
312,21776,Position,743,2025-04-01,Mark,Scheibe,nan,21771,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2024-12-06,2025-01-30
307,21776,Job-Familie,2710,2025-04-01,Mark,Scheibe,nan,29728,2022-08-01,2022-08-01,True,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Beatrix-Harloff-Allee 75 78477, Heinsberg, nan",2025-01-31,2025-06-17
